The nanopore data from this textfile has been removed
Only the Illumina data and header remain...
Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_Age,Host_disease,Host,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,passage_history,Platform,ReleaseDate,Sample Name,SRA Study,STRAIN,Replicate,host_sex
SRR17415161,WGS,300,40294200,PRJNA793894,SAMN24592511,SARS-CoV-2: clinical or host-associated,21385698,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"activ_sars2_vcf,sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13586919,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster3_DC,Nasal Turbinate from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18858,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage3_DC_7dpi_NT,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415162,WGS,300,14004600,PRJNA793894,SAMN24592510,SARS-CoV-2: clinical or host-associated,8027553,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"sra,activ_sars2_vcf,fastq","s3,gs","s3.us-east-1,gs.US",SRX13586918,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster2_DC,Nasal Turbinate from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18856,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage2_DC_7dpi_NT,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415163,WGS,300,38288700,PRJNA793894,SAMN24592509,SARS-CoV-2: clinical or host-associated,20119578,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"sra,activ_sars2_vcf,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13586917,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster1_DC,Nasal Turbinate from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18855,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage1_DC_7dpi_NT,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415164,WGS,300,29152500,PRJNA793894,SAMN24592508,SARS-CoV-2: clinical or host-associated,15959953,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-12,public,"activ_sars2_vcf,sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13586916,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster1_DI,Nasal Turbinate from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18854,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage1_DI_5dpi_NT,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415165,WGS,300,33737100,PRJNA793894,SAMN24592507,SARS-CoV-2: clinical or host-associated,19029676,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"sra,fastq,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",SRX13586915,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster5_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18853,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage5_DC_7dpi_Lung,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415166,WGS,300,90534300,PRJNA793894,SAMN24592480,SARS-CoV-2: clinical or host-associated,49945268,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"activ_sars2_vcf,fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13586914,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster2_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005539_AG_18824,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage2_DC_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415167,WGS,300,42540300,PRJNA793894,SAMN24592506,SARS-CoV-2: clinical or host-associated,23517676,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"activ_sars2_vcf,sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13586913,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster4_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18851,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage4_DC_7dpi_Lung,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415168,WGS,300,69746400,PRJNA793894,SAMN24592505,SARS-CoV-2: clinical or host-associated,38782607,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-12,public,"fastq,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",SRX13586912,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster4_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18850,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage4_DI_5dpi_Lung,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415169,WGS,300,75999000,PRJNA793894,SAMN24592504,SARS-CoV-2: clinical or host-associated,41692840,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"fastq,sra,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",SRX13586911,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster3_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18849,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage3_DC_7dpi_Lung,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415170,WGS,300,32180700,PRJNA793894,SAMN24592503,SARS-CoV-2: clinical or host-associated,18472358,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-12,public,"activ_sars2_vcf,sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13586910,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster3_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18848,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage3_DI_5dpi_Lung,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415171,WGS,300,61684500,PRJNA793894,SAMN24592502,SARS-CoV-2: clinical or host-associated,33292977,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"activ_sars2_vcf,fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13586909,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster1_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18846,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage1_DC_7dpi_Lung,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415178,WGS,300,50166000,PRJNA793894,SAMN24592492,SARS-CoV-2: clinical or host-associated,26753195,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-11,public,"activ_sars2_vcf,fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13586902,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster4_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18836,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage4_DI_4dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415188,WGS,300,27759000,PRJNA793894,SAMN24592559,SARS-CoV-2: clinical or host-associated,16784713,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"sra,activ_sars2_vcf,fastq","gs,s3","gs.US,s3.us-east-1",SRX13586892,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23619,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,70_30_3_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (70:30 ratio),Biological replicate 3,
SRR17415189,WGS,300,63979200,PRJNA793894,SAMN24592558,SARS-CoV-2: clinical or host-associated,37175077,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"fastq,sra,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",SRX13586891,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23618,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,70_30_2_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (70:30 ratio),Biological replicate 2,
SRR17415190,WGS,300,51135000,PRJNA793894,SAMN24592557,SARS-CoV-2: clinical or host-associated,29473111,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"sra,activ_sars2_vcf,fastq","s3,gs","gs.US,s3.us-east-1",SRX13586890,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23617,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,70_30_1_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (70:30 ratio),Biological replicate 1,
SRR17415191,WGS,300,39601200,PRJNA793894,SAMN24592485,SARS-CoV-2: clinical or host-associated,21833544,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"activ_sars2_vcf,fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13586889,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster5_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18829,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage5_DI_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415192,WGS,300,54022200,PRJNA793894,SAMN24592556,SARS-CoV-2: clinical or host-associated,31325790,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"fastq,activ_sars2_vcf,sra","gs,s3","gs.US,s3.us-east-1",SRX13586888,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23613,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,60_40_3_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (60:40 ratio),Biological replicate 3,
SRR17415193,WGS,300,59129400,PRJNA793894,SAMN24592555,SARS-CoV-2: clinical or host-associated,33708372,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"fastq,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",SRX13586887,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23612,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,60_40_2_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (60:40 ratio),Biological replicate 2,
SRR17415194,WGS,300,37243800,PRJNA793894,SAMN24592554,SARS-CoV-2: clinical or host-associated,21840033,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"activ_sars2_vcf,sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13586886,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23611,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,60_40_1_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (60:40 ratio),Biological replicate 1,
SRR17415195,WGS,300,67152000,PRJNA793894,SAMN24592553,SARS-CoV-2: clinical or host-associated,39497432,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"fastq,sra,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",SRX13586885,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23610,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,20_80_3_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (20:80 ratio),Biological replicate 3,
SRR17415196,WGS,300,61896600,PRJNA793894,SAMN24592552,SARS-CoV-2: clinical or host-associated,36106921,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"activ_sars2_vcf,fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13586884,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23609,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,20_80_2_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (20:80 ratio),Biological replicate 2,
SRR17415197,WGS,300,56431800,PRJNA793894,SAMN24592551,SARS-CoV-2: clinical or host-associated,33049771,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"activ_sars2_vcf,fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13586883,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23608,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,20_80_1_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (20:80 ratio),Biological replicate 1,
SRR17415198,WGS,300,61026300,PRJNA793894,SAMN24592550,SARS-CoV-2: clinical or host-associated,36040744,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"fastq,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",SRX13586882,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23607,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,40_60_3_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (40:60 ratio),Biological replicate 3,
SRR17415199,WGS,300,59028000,PRJNA793894,SAMN24592549,SARS-CoV-2: clinical or host-associated,34535202,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"sra,activ_sars2_vcf,fastq","gs,s3","s3.us-east-1,gs.US",SRX13586881,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23606,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,40_60_2_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (40:60 ratio),Biological replicate 2,
